﻿Word,termFreq,docFreq
"5\t\t","2","1"
"5日","2","1"
"6-","2","1"
"6-2","2","2"
"6-4","2","2"
"62號","2","1"
"673.","2","2"
"68年","2","2"
"6日","2","2"
"7-1","2","2"
"7/1日","2","1"
"7/7日","2","1"
"7/8日","2","1"
"71號","2","1"
"781","2","2"
"8-1","2","2"
"9/15日","2","1"
"96","2","1"
"978","2","2"
"GPN","2","2"
"\u3000","2","2"
"\u3000面","2","2"
"ii","2","2"
"~","2","2"
"。嗣","2","2"
"。清","2","1"
"。漢","2","1"
"。鶴","2","2"
"ㄏㄨㄥˊ","2","1"
"ㄩˋㄌㄩˋ","2","1"
"唐‧孔穎達","2","1"
"撰，","2","1"
"第20","2","2"
"第3","2","1"
"第54","2","1"
"音ㄊㄠ","2","1"
"音ㄕㄣˊㄕㄨ","2","1"
"（1387）","2","1"
"（1843）","2","2"
"（1894）","2","1"
"（1900）","2","2"
"（803）","2","2"
"，冀","2","2"
"，漢","2","1"
"，素","2","1"
"，載","2","1"
"-1-1-","1","1"
"-1-6","1","1"
"-1-7-1","1","1"
"-1-7-2","1","1"
"-1794","1","1"
"-1\t\t","1","1"
"-2-5","1","1"
"-2-6","1","1"
"-24","1","1"
"-3-","1","1"
"-3-2","1","1"
"-5-2","1","1"
"-5-6","1","1"
"-51","1","1"
"-75","1","1"
"-79","1","1"
".01","1","1"
".23","1","1"
"0.10","1","1"
"0.28","1","1"
"0.80","1","1"
"0.97","1","1"
"002","1","1"
"00288","1","1"
"003十八","1","1"
"004","1","1"
"00487","1","1"
"00530","1","1"
"006","1","1"
"00679","1","1"
"0072","1","1"
"008","1","1"
"0083","1","1"
"0095","1","1"
"01","1","1"
"010","1","1"
"0104","1","1"
"01129","1","1"
"012","1","1"
"01213","1","1"
"01352","1","1"
"014","1","1"
"01418","1","1"
"01576","1","1"
"016","1","1"
"01669","1","1"
"017","1","1"
"018","1","1"
"01892","1","1"
"019","1","1"
"020","1","1"
"02033","1","1"
"02140","1","1"
"022","1","1"
"02219","1","1"
"024","1","1"
"026","1","1"
"0265","1","1"
"027八","1","1"
"028","1","1"
"02856","1","1"
"0296","1","1"
"030","1","1"
"03041","1","1"
"03128","1","1"
"032","1","1"
"03296","1","1"
"03334","1","1"
"03397","1","1"
"034","1","1"
"03410","1","1"
"03435","1","1"
"0354","1","1"
"036","1","1"
"0366","1","1"
"0375","1","1"
"038","1","1"
"039114156111107193144050169109119047191106072十一","1","1"
"040十一","1","1"
"040十二","1","1"
"042","1","1"
"0425","1","1"
"0436","1","1"
"044","1","1"
"04401","1","1"
"045七","1","1"
"046","1","1"
"04625","1","1"
"048","1","1"
"0495","1","1"
"04月","1","1"
"050","1","1"
"0514","1","1"
"052102","1","1"
"054052056203","1","1"
"05551","1","1"
"05654","1","1"
"058","1","1"
"060","1","1"
"062","1","1"
"06286","1","1"
"063","1","1"
"06444","1","1"
"06581","1","1"
"06653","1","1"
"06822","1","1"
"06915","1","1"
"070","1","1"
"07093","1","1"
"0717","1","1"
"072","1","1"
"073","1","1"
"074","1","1"
"07414","1","1"
"07516","1","1"
"07798","1","1"
"078","1","1"
"078十四","1","1"
"07963","1","1"
"07日","1","1"
"080","1","1"
"08088","1","1"
"082","1","1"
"0822","1","1"
"083103","1","1"
"084","1","1"
"084104","1","1"
"086","1","1"
"0866","1","1"
"08772","1","1"
"08946","1","1"
"090","1","1"
"09091","1","1"
"09159","1","1"
"093","1","1"
"09538","1","1"
"09799","1","1"
"09982","1","1"
"1-1","1","1"
"1-1-1","1","1"
"1-10","1","1"
"1-11","1","1"
"1-12","1","1"
"1-13","1","1"
"1-16","1","1"
"1-17","1","1"
"1-18","1","1"
"1-1\t","1","1"
"1-2-","1","1"
"1-23","1","1"
"1-24","1","1"
"1-25","1","1"
"1-26","1","1"
"1-8","1","1"
"1.七","1","1"
"1.三","1","1"
"1/1","1","1"
"1/10日","1","1"
"1/13日","1","1"
"1/1日","1","1"
"1/2日","1","1"
"1/4日","1","1"
"1/6日","1","1"
"1/7日","1","1"
"10.27","1","1"
"10/","1","1"
"10/10日","1","1"
"10/18日","1","1"
"10/21日","1","1"
"10/22日","1","1"
"10/26日","1","1"
"100","1","1"
"1000","1","1"
"1002","1","1"
"1006","1","1"
"10094","1","1"
"101.12.07","1","1"
"1010403061","1","1"
"1010501711","1","1"
"1016","1","1"
"1022","1","1"
"1024","1","1"
"10258","1","1"
"1026","1","1"
"103","1","1"
"10307","1","1"
"104","1","1"
"104.10.29","1","1"
"1042","1","1"
"10431","1","1"
"1044","1","1"
"1047","1","1"
"105.08","1","1"
"10517","1","1"
"1057","1","1"
"106.11","1","1"
"1062","1","1"
"1064","1","1"
"1067-1-3","1","1"
"1073","1","1"
"1077-1-4","1","1"
"1082","1","1"
"1084","1","1"
"1097","1","1"
"10西山","1","1"
"11.23","1","1"
"110","1","1"
"1102","1","1"
"1104","1","1"
"1105","1","1"
"1107","1","1"
"111","1","1"
"1117","1","1"
"1119-1125","1","1"
"1122","1","1"
"11226","1","1"
"1125","1","1"
"1127","1","1"
"112號","1","1"
"1130","1","1"
"113038158058","1","1"
"1137","1","1"
"114","1","1"
"1142","1","1"
"1147","1","1"
"1153","1","1"
"1157","1","1"
"1162","1","1"
"1165","1","1"
"11657","1","1"
"1167","1","1"
"1173","1","1"
"1177","1","1"
"1182","1","1"
"1185","1","1"
"1187","1","1"
"1197","1","1"
"11日","1","1"
"11號","1","1"
"12.","1","1"
"12/16日","1","1"
"12/18","1","1"
"12/23日","1","1"
"12/25日","1","1"
"12/28","1","1"
"12/29","1","1"
"120","1","1"
"1200","1","1"
"1205","1","1"
"12061","1","1"
"1207","1","1"
"120三","1","1"
"12108","1","1"
"12224","1","1"
"1223","1","1"
"1225","1","1"
"12273","1","1"
"1228","1","1"
"122十","1","1"
"1232","1","1"
"1238","1","1"
"1243","1","1"
"1245","1","1"
"1248","1","1"
"1258","1","1"
"126","1","1"
"1263","1","1"
"1266","1","1"
"1268","1","1"
"127059060","1","1"
"1278","1","1"
"128","1","1"
"1283","1","1"
"1285","1","1"
"1288","1","1"
"129","1","1"
"1298","1","1"
"12:40944","1","1"
"12:55","1","1"
"12日","1","1"
"130202057210","1","1"
"1303","1","1"
"1305","1","1"
"1308","1","1"
"1318","1","1"
"1323","1","1"
"1326","1","1"
"1328","1","1"
"13324","1","1"
"1338","1","1"
"134","1","1"
"13423","1","1"
"1343","1","1"
"1346","1","1"
"1348","1","1"
"13509","1","1"
"135十九","1","1"
"13611","1","1"
"1363","1","1"
"1366","1","1"
"1369","1","1"
"13710","1","1"
"1379","1","1"
"138","1","1"
"1383","1","1"
"1386","1","1"
"1389","1","1"
"138十五","1","1"
"139","1","1"
"13948","1","1"
"1399","1","1"
"13年","1","1"
"13日","1","1"
"1406","1","1"
"1409","1","1"
"14162","1","1"
"1419","1","1"
"1423","1","1"
"1426","1","1"
"14268","1","1"
"1429","1","1"
"14327","1","1"
"1439","1","1"
"1443","1","1"
"1446","1","1"
"1449","1","1"
"1459","1","1"
"14610","1","1"
"1463","1","1"
"14710","1","1"
"1478","1","1"
"148","1","1"
"14810","1","1"
"1483","1","1"
"1484","1","1"
"1486","1","1"
"14910","1","1"
"14939","1","1"
"14號","1","1"
"15010","1","1"
"1502","1","1"
"1503","1","1"
"1506","1","1"
"150多","1","1"
"15110","1","1"
"15132","1","1"
"15210-1-1-6","1","1"
"1523","1","1"
"1526","1","1"
"15310","1","1"
"1532","1","1"
"15410","1","1"
"1543","1","1"
"1545","1","1"
"1547","1","1"
"155","1","1"
"15510","1","1"
"1553","1","1"
"15610","1","1"
"1563","1","1"
"1567","1","1"
"15710","1","1"
"1574","1","1"
"158","1","1"
"15810","1","1"
"1583","1","1"
"159","1","1"
"15910","1","1"
"15分","1","1"
"160","1","1"
"16010","1","1"
"160213","1","1"
"1603","1","1"
"16110","1","1"
"1619","1","1"
"16210","1","1"
"1627","1","1"
"16310","1","1"
"1633","1","1"
"16410","1","1"
"1642","1","1"
"1643","1","1"
"1646","1","1"
"1647","1","1"
"164七","1","1"
"16510","1","1"
"1659","1","1"
"16610","1","1"
"1662","1","1"
"1663","1","1"
"1667","1","1"
"16710","1","1"
"16810","1","1"
"16866","1","1"
"1687","1","1"
"168四","1","1"
"16910","1","1"
"16日","1","1"
"170","1","1"
"17010","1","1"
"1704","1","1"
"1707","1","1"
"170十六","1","1"
"17110","1","1"
"17210","1","1"
"172101","1","1"
"1724","1","1"
"1727","1","1"
"17310","1","1"
"1733","1","1"
"1736-","1","1"
"17410","1","1"
"1744","1","1"
"17447","1","1"
"1748","1","1"
"175","1","1"
"17510","1","1"
"17610","1","1"
"176128129061025121190167048124166","1","1"
"1764","1","1"
"1768","1","1"
"17710","1","1"
"1773","1","1"
"17810","1","1"
"1784","1","1"
"17867","1","1"
"1788","1","1"
"1789","1","1"
"17910","1","1"
"1795","1","1"
"17984","1","1"
"17號","1","1"
"18011","1","1"
"1804","1","1"
"1808","1","1"
"18083","1","1"
"18111","1","1"
"18211","1","1"
"1821年","1","1"
"1824","1","1"
"18264","1","1"
"1829","1","1"
"18311","1","1"
"18320","1","1"
"1839","1","1"
"184","1","1"
"18411","1","1"
"1842","1","1"
"1844","1","1"
"1849","1","1"
"184十三","1","1"
"185","1","1"
"18511","1","1"
"18549","1","1"
"18611","1","1"
"186214","1","1"
"1864","1","1"
"1869","1","1"
"18711","1","1"
"18737","1","1"
"1875","1","1"
"18811","1","1"
"18836","1","1"
"1884","1","1"
"1889","1","1"
"18911","1","1"
"1892","1","1"
"18年","1","1"
"18日","1","1"
"19011","1","1"
"1904","1","1"
"1908","1","1"
"1910年代","1","1"
"19111","1","1"
"1914年","1","1"
"192","1","1"
"1920","1","1"
"1920-","1","1"
"1920-30年代","1","1"
"1920年","1","1"
"1920年代","1","1"
"19211","1","1"
"1924","1","1"
"1928","1","1"
"1929","1","1"
"193","1","1"
"1930年代","1","1"
"1931","1","1"
"19311","1","1"
"1932年","1","1"
"1935年","1","1"
"1936年","1","1"
"1940年代","1","1"
"19412","1","1"
"1942","1","1"
"1944","1","1"
"1950","1","1"
"1950年","1","1"
"19512","1","1"
"19521","1","1"
"196","1","1"
"196085125024023041171215","1","1"
"19612","1","1"
"1966","1","1"
"1970","1","1"
"19712","1","1"
"1974年","1","1"
"1979年","1","1"
"198","1","1"
"1980","1","1"
"19812","1","1"
"1982年","1","1"
"1983年","1","1"
"19842","1","1"
"1984年","1","1"
"1990","1","1"
"1990年","1","1"
"19912","1","1"
"1991年","1","1"
"1號","1","1"
"2-4-1","1","1"
"2-5","1","1"
"2-7","1","1"
"2-8","1","1"
"2-9","1","1"
"2.","1","1"
"2.九三","1","1"
"2/12日","1","1"
"2/18日","1","1"
"2/19","1","1"
"2/7日","1","1"
"20012","1","1"
"20061","1","1"
"2007年","1","1"
"2009","1","1"
"20111","1","1"
"20112","1","1"
"20137","1","1"
"20212","1","1"
"20312","1","1"
"203六","1","1"
"20412","1","1"
"20477","1","1"
"20512","1","1"
"205131145081118十","1","1"
"20612","1","1"
"20671","1","1"
"207","1","1"
"20712","1","1"
"20778","1","1"
"208","1","1"
"209","1","1"
"20世紀","1","1"
"20日","1","1"
"210","1","1"
"212","1","1"
"218","1","1"
"21年","1","1"
"21號","1","1"
"222-4-3","1","1"
"22212","1","1"
"22世","1","1"
"232","1","1"
"23日","1","1"
"242","1","1"
"24年","1","1"
"25-1號","1","1"
"252","1","1"
"257","1","1"
"25年","1","1"
"25西山","1","1"
"262","1","1"
"26東溪","1","1"
"272","1","1"
"27日","1","1"
"27號","1","1"
"282","1","1"
"28年","1","1"
"29","1","1"
"292-5-3","1","1"
"29年","1","1"
"2東溪","1","1"
"3-1-1","1","1"
"3-3","1","1"
"3-4","1","1"
"3-5","1","1"
"3.八二三","1","1"
"3/19日","1","1"
"3/28日","1","1"
"302","1","1"
"30年代","1","1"
"30浦","1","1"
"312","1","1"
"322","1","1"
"33","1","1"
"333","1","1"
"343-1-2","1","1"
"353","1","1"
"35年","1","1"
"36","1","1"
"363","1","1"
"37","1","1"
"373","1","1"
"38","1","1"
"383","1","1"
"39","1","1"
"393","1","1"
"3七夕","1","1"
"3日","1","1"
"4-","1","1"
"4-10","1","1"
"4-13","1","1"
"4-14","1","1"
"4-15","1","1"
"4-1\t\t","1","1"
"4-2","1","1"
"4-2-1","1","1"
"4-3-1","1","1"
"4-4","1","1"
"4.六一七","1","1"
"4/1日","1","1"
"4/28日","1","1"
"403","1","1"
"40多","1","1"
"4104027081","1","1"
"4105016538","1","1"
"413","1","1"
"41號","1","1"
"42","1","1"
"433-2-7","1","1"
"443","1","1"
"453","1","1"
"46","1","1"
"463","1","1"
"47","1","1"
"473","1","1"
"48","1","1"
"483","1","1"
"48年","1","1"
"49","1","1"
"493","1","1"
"4日","1","1"
"4號","1","1"
"4號宅","1","1"
"5-","1","1"
"5-3-1","1","1"
"5-5","1","1"
"5-6","1","1"
"5-7","1","1"
"5-9","1","1"
"5.","1","1"
"5/13日","1","1"
"5/14日","1","1"
"5/16日","1","1"
"5/17日","1","1"
"50","1","1"
"5004","1","1"
"52","1","1"
"524","1","1"
"52東村","1","1"
"53","1","1"
"54何厝","1","1"
"54年","1","1"
"554","1","1"
"55號","1","1"
"56","1","1"
"561","1","1"
"562","1","1"
"564","1","1"
"574-1-5","1","1"
"57東村","1","1"
"582","1","1"
"584","1","1"
"59","1","1"
"594","1","1"
"59年","1","1"
"5七夕","1","1"
"5點","1","1"
"5點3","1","1"
"6-1","1","1"
"6-11","1","1"
"6-1\t\t","1","1"
"6-2-1","1","1"
"6-3-1","1","1"
"6-5","1","1"
"6-6","1","1"
"6-8","1","1"
"6.","1","1"
"6/15日","1","1"
"6/18日","1","1"
"6/19","1","1"
"6/24日","1","1"
"6/2日","1","1"
"600","1","1"
"601","1","1"
"602","1","1"
"604","1","1"
"60年","1","1"
"6106","1","1"
"614","1","1"
"62","1","1"
"621","1","1"
"622","1","1"
"624","1","1"
"641","1","1"
"642","1","1"
"644","1","1"
"65","1","1"
"654","1","1"
"65年","1","1"
"66","1","1"
"661","1","1"
"662","1","1"
"664","1","1"
"664-","1","1"
"665","1","1"
"67","1","1"
"674","1","1"
"68","1","1"
"681","1","1"
"682","1","1"
"684","1","1"
"69","1","1"
"694","1","1"
"697","1","1"
"69號","1","1"
"6九三","1","1"
"7-1\t\t","1","1"
"7-2-1","1","1"
"7-5","1","1"
"7-6","1","1"
"7-7","1","1"
"7/15日","1","1"
"7/19日","1","1"
"7/23日","1","1"
"7/25日","1","1"
"701","1","1"
"702","1","1"
"704","1","1"
"714","1","1"
"721","1","1"
"722-9","1","1"
"724","1","1"
"7242","1","1"
"7305","1","1"
"73年","1","1"
"741","1","1"
"743","1","1"
"745","1","1"
"75","1","1"
"755","1","1"
"761","1","1"
"763","1","1"
"765","1","1"
"77","1","1"
"775","1","1"
"783","1","1"
"785","1","1"
"79","1","1"
"795","1","1"
"7八二三","1","1"
"8-2","1","1"
"8-2-1","1","1"
"8-3","1","1"
"8-4","1","1"
"8/22日","1","1"
"80.","1","1"
"80.11","1","1"
"801","1","1"
"804","1","1"
"805","1","1"
"815","1","1"
"821","1","1"
"824-2","1","1"
"83","1","1"
"831","1","1"
"831634","1","1"
"844-3","1","1"
"845","1","1"
"846","1","1"
"84二","1","1"
"85","1","1"
"850","1","1"
"855","1","1"
"8606","1","1"
"862","1","1"
"864-4","1","1"
"876","1","1"
"882","1","1"
"884","1","1"
"886","1","1"
"88年","1","1"
"896","1","1"
"8六一七","1","1"
"9-1","1","1"
"9-1\t\t","1","1"
"9-2-1","1","1"
"9-3","1","1"
"9/16日","1","1"
"9/19日","1","1"
"9/5","1","1"
"9/8日","1","1"
"9/9日","1","1"
"90","1","1"
"900","1","1"
"902","1","1"
"904","1","1"
"906","1","1"
"91","1","1"
"916","1","1"
"91年","1","1"
"92","1","1"
"92.03.31","1","1"
"922","1","1"
"924","1","1"
"926","1","1"
"936","1","1"
"942","1","1"
"944","1","1"
"946","1","1"
"956","1","1"
"95年","1","1"
"962","1","1"
"964","1","1"
"966","1","1"
"976","1","1"
"978-","1","1"
"982","1","1"
"9827","1","1"
"984","1","1"
"986-","1","1"
"99","1","1"
"99.01.12","1","1"
"996","1","1"
"9年","1","1"
"9點6","1","1"
"9點半","1","1"
"Bangkali","1","1"
"Bangladesh","1","1"
"Bengal","1","1"
"BukitBrown","1","1"
"Encyclopedia","1","1"
"Gandhanra","1","1"
"Garuda","1","1"
"Genesh","1","1"
"ISBN978-986-04-7242-4","1","1"
"ISBN978-986-04-9827-1","1","1"
"ISBN978-986-GPN1","1","1"
"Is","1","1"
"Kinmen","1","1"
"Krishna","1","1"
"MajolicaTile","1","1"
"Strength","1","1"
"TanChingGiat","1","1"
"The","1","1"
"Union","1","1"
"West","1","1"
"\t1-1-1","1","1"
"\t12-1-1","1","1"
"\t3-1-1","1","1"
"\t5-1-1","1","1"
"\t\t","1","1"
"\t\t\t\t\t","1","1"
"iiiii","1","1"
"iv","1","1"
"ivv","1","1"
"ix1","1","1"
"mm","1","1"
"of","1","1"
"opium","1","1"
"vi","1","1"
"vi1-1\t\t","1","1"
"x","1","1"
"‧明","1","1"
"‧釋鳥","1","1"
"─","1","1"
"。三","1","1"
"。位","1","1"
"。位處","1","1"
"。廟","1","1"
"。晉","1","1"
"。武","1","1"
"。湖","1","1"
"。然","1","1"
"。祠","1","1"
"。紹","1","1"
"。象","1","1"
"ㄆㄟˋ","1","1"
"ㄠˊ","1","1"
"ㄨㄢˋ","1","1"
"ㄩˋㄔˊ","1","1"
"之。","1","1"
"二。","1","1"
"二：一","1","1"
"公。","1","1"
"初3日","1","1"
"初6日","1","1"
"初7","1","1"
"初7日","1","1"
"同安，","1","1"
"命。","1","1"
"唐‧","1","1"
"多子多孫。","1","1"
"大。","1","1"
"寧。","1","1"
"康。","1","1"
"建。","1","1"
"明‧羅貫","1","1"
"春牡丹花。","1","1"
"替。","1","1"
"木刻。","1","1"
"正12","1","1"
"殊，","1","1"
"水文\t2-1-1","1","1"
"深孚眾望，率","1","1"
"爾雅‧釋草","1","1"
"王獻瑞。","1","1"
"砌。","1","1"
"第104.09.22","1","1"
"第12","1","1"
"第16","1","1"
"第2","1","1"
"第423","1","1"
"第82","1","1"
"精，","1","1"
"編，","1","1"
"羅厝刈香，","1","1"
"蒲，鹿","1","1"
"蕩魔杵。","1","1"
"藻井。","1","1"
"藻井，","1","1"
"言，","1","1"
"許。","1","1"
"貴。","1","1"
"道，率","1","1"
"金門，","1","1"
"鐘。","1","1"
"雀替，率","1","1"
"音ㄅㄛˊ","1","1"
"音ㄎㄨ","1","1"
"高8","1","1"
"﹖","1","1"
"（1130）","1","1"
"（1153）","1","1"
"（1200）","1","1"
"（1514）","1","1"
"（1560）","1","1"
"（1585）","1","1"
"（1586）","1","1"
"（1611）","1","1"
"（1770）","1","1"
"（1795）","1","1"
"（1812）","1","1"
"（1816）","1","1"
"（1830）","1","1"
"（1867）","1","1"
"（1871）","1","1"
"（1876）","1","1"
"（1878）","1","1"
"（1880）","1","1"
"（1884）","1","1"
"（1911）","1","1"
"（1928）","1","1"
"（1929）","1","1"
"（1940）","1","1"
"（1979）","1","1"
"（2004）","1","1"
"（2015）","1","1"
"（2017）","1","1"
"（一）","1","1"
"（二）","1","1"
"，2013","1","1"
"，2016","1","1"
"，世","1","1"
"，主","1","1"
"，備","1","1"
"，壽","1","1"
"，宦","1","1"
"，年","1","1"
"，形","1","1"
"，步","1","1"
"，瓝","1","1"
"，賢良","1","1"
"，采","1","1"
"－","1","1"
"～","1","1"
