"楊天厚","108","4"
"海印寺","93","4"
"林麗寬","90","4"
"交趾陶","71","2"
"民俗村","70","2"
"金門縣","65","4"
"太武山","43","4"
"金沙鎮","34","3"
"金城鎮","33","4"
"水車堵","30","2"
"慈德宮","29","3"
"萬安堂","29","4"
"文化局","26","4"
"文化村","26","2"
"金湖鎮","21","3"
"伍德宮","20","3"
"博古圖","20","2"
"龍鳳宮","20","4"
"江柏煒","19","4"
"守護神","18","2"
"裝飾篇","18","2"
"暗八仙","16","1"
"龍虎堵","16","2"
"三王圖","15","2"
"出版社","15","1"
"大夫第","15","2"
"曾逸仁","15","3"
"李乾朗","15","2"
"陳清吉","15","3"
"顏立水","15","3"
"黃振良","15","4"
"博古架","14","2"
"鏡面堵","14","2"
"陳炳容","14","4"
"周安邦","13","2"
"新加坡","13","2"
"李秀秀","13","2"
"林文鍊","13","3"
"林馬騰","13","4"
"瓊林村","13","3"
"陳書毅","13","2"
"三川殿","12","2"
"佛手柑","12","2"
"兩進式","12","2"
"劉淑音","12","2"
"概述篇","12","2"
"汶鳳殿","12","2"
"磚組砌","12","2"
"蔡獻臣","12","3"
"薛仁貴","12","2"
"陳德幸","12","3"
"陳長慶","12","2"
"黃輝煌","12","2"
"孟加里","11","2"
"官澳村","11","4"
"小百科","11","4"
"朱子祠","11","3"
"李沃牆","11","3"
"水頭村","11","3"
"洪春柳","11","3"
"烈嶼鄉","11","3"
"百忍堂","11","2"
"郭哲銘","11","3"
"鰲魚雀","11","2"
"十一世","10","2"
"子午窗","10","2"
"李仕德","10","4"
"海珠堂","10","2"
"牡丹花","10","2"
"王建成","10","3"
"蔡鳳雛","10","3"
"陳木漳","10","3"
"八吉祥","9","2"
"四君子","9","2"
"將軍廟","9","2"
"楊易淳","9","4"
"楊秉訓","9","3"
"王先正","9","4"
"王天源","9","4"
"福祿壽","9","2"
"總兵署","9","3"
"設計系","9","2"
"金門山","9","2"
"魁星爺","9","3"
"麟護宮","9","2"
"龍山寺","9","2"
"代表性","8","2"
"余光弘","8","1"
"吳心泉","8","3"
"呂坤和","8","4"
"城隍廟","8","3"
"大厝房","8","2"
"孚濟廟","8","4"
"屏仔堵","8","2"
"山頭牆","8","2"
"張雲盛","8","3"
"林李府","8","2"
"永家齊","8","2"
"甘露寺","8","2"
"研討會","8","3"
"花透雕","8","2"
"葉鈞培","8","2"
"蔡守愚","8","2"
"蔡是民","8","4"
"許丕簡","8","2"
"許志仁","8","3"
"陳秀竹","8","3"
"依序為","7","2"
"保障宮","7","2"
"冬茶花","7","1"
"印書館","7","1"
"古寧頭","7","2"
"天后宮","7","2"
"夾雙槐","7","2"
"委員會","7","1"
"庵前村","7","4"
"東南亞","7","2"
"林建育","7","4"
"秦叔寶","7","1"
"蘇王爺","7","2"
"褒忠祠","7","3"
"許維民","7","3"
"論文集","7","2"
"郭子儀","7","1"
"閩南語","7","3"
"陳福海","7","4"
"靈忠廟","7","3"
"鵝頭墜","7","2"
"價值觀","6","1"
"周敦頤","6","2"
"周英戀","6","2"
"塌岫鏡","6","2"
"搏風版","6","1"
"李國俊","6","2"
"東沙尾","6","2"
"林天助","6","1"
"林金榮","6","3"
"楊清國","6","1"
"楊肅民","6","2"
"殖民地","6","1"
"浦邊村","6","3"
"秋菊花","6","1"
"紫微廂","6","2"
"翁德晏","6","2"
"莊西進","6","1"
"迎城隍","6","2"
"金門人","6","2"
"金門城","6","3"
"金門學","6","2"
"閩南式","6","2"
"陳為學","6","2"
"陳西村","6","1"
"青嶼村","6","4"
"三川門","5","2"
"上林村","5","2"
"上林鄉","5","2"
"代表作","5","2"
"位置圖","5","2"
"唐太宗","5","2"
"喜慶館","5","2"
"圖書館","5","3"
"報告書","5","2"
"天王殿","5","1"
"尉遲恭","5","1"
"建構成","5","2"
"建築物","5","1"
"得月樓","5","2"
"故事集","5","2"
"料羅村","5","3"
"時節儀","5","2"
"桌裙板","5","2"
"梧桐樹","5","1"
"楊家駱","5","2"
"洋樓宅","5","1"
"湖前村","5","3"
"王羲之","5","1"
"總編纂","5","2"
"萬字紋","5","1"
"蓮法宮","5","2"
"蔡群生","5","1"
"蘇東坡","5","2"
"裝飾性","5","1"
"裝飾物","5","2"
"觀世音","5","3"
"豐蓮山","5","2"
"邱良功","5","1"
"鄭瑞堅","5","1"
"金寧鄉","5","1"
"金馬門","5","1"
"陵墓明","5","1"
"順濟宮","5","2"
"風獅爺","5","2"
"黃獻煜","5","2"
"三進式","4","2"
"交五柳","4","2"
"十二日","4","2"
"基督教","4","2"
"大帝廟","4","3"
"天主教","4","2"
"宋江陣","4","1"
"山茶花","4","2"
"左青龍","4","1"
"張公藝","4","1"
"張崑振","4","2"
"彩繪圖","4","1"
"後浦頭","4","2"
"徐志仁","4","2"
"指定為","4","2"
"播音站","4","1"
"攸好德","4","1"
"新市里","4","2"
"新頭村","4","2"
"李光顯","4","2"
"李金生","4","1"
"林和靖","4","1"
"林英生","4","1"
"楊仁江","4","1"
"楊詩傳","4","2"
"橫額坊","4","2"
"湖下村","4","2"
"王世傑","4","1"
"瓜果雀","4","2"
"盧若騰","4","2"
"研究所","4","1"
"碧山村","4","2"
"祭祖篇","4","2"
"管理處","4","2"
"組合成","4","2"
"缾花譜","4","1"
"罌粟花","4","2"
"老師傅","4","2"
"考終命","4","1"
"莒光樓","4","2"
"蓮山宮","4","2"
"蔡貴易","4","2"
"表現出","4","2"
"許銘豐","4","1"
"賢伉儷","4","2"
"踏八寶","4","2"
"金門料","4","2"
"金門鱟","4","1"
"陶淵明","4","2"
"顏恩威","4","1"
"黃再團","4","1"
"黃宣顯","4","2"
"黃雅芬","4","3"
"黑祖厝","4","2"
"一方面","3","1"
"七娘媽","3","2"
"三山村","3","2"
"不倒翁","3","3"
"二十八","3","1"
"交接處","3","1"
"交趾燒","3","1"
"何仙姑","3","1"
"何裕祥","3","1"
"佛教徒","3","2"
"僑居地","3","3"
"八字規","3","1"
"八藻井","3","1"
"公園區","3","2"
"出版品","3","3"
"列國志","3","2"
"南磐山","3","1"
"博物館","3","2"
"古厝宅","3","1"
"古城村","3","1"
"古文書","3","1"
"右白虎","3","1"
"后宅村","3","2"
"呂勝南","3","2"
"呂厝村","3","2"
"呂洞賓","3","1"
"周德興","3","1"
"在一起","3","1"
"垂斜堵","3","1"
"城隍爺","3","1"
"夏荷花","3","1"
"大部分","3","2"
"宋江鎮","3","1"
"宋高宗","3","2"
"富貴花","3","1"
"將軍第","3","2"
"山前村","3","2"
"山后村","3","1"
"工作室","3","3"
"建築群","3","2"
"建築金","3","1"
"引申為","3","2"
"忠義廟","3","2"
"拐子龍","3","1"
"振威第","3","1"
"文淵閣","3","1"
"日本人","3","2"
"春牡丹","3","1"
"月季花","3","1"
"朝天宮","3","2"
"李增德","3","2"
"李有忠","3","2"
"李祖定","3","2"
"李鐵拐","3","1"
"林洋樓","3","2"
"林采風","3","2"
"格扇門","3","1"
"段玉裁","3","1"
"民宅鏡","3","1"
"民生路","3","3"
"水果籃","3","1"
"水經注","3","1"
"泰山廟","3","2"
"洪德舜","3","1"
"浦頭村","3","2"
"漢寶德","3","2"
"牆身堵","3","2"
"犀角杯","3","1"
"王金城","3","2"
"珠山村","3","2"
"甘尼許","3","1"
"發行人","3","3"
"福建省","3","3"
"秦穆公","3","1"
"竹平安","3","1"
"符宏仁","3","2"
"紀念日","3","2"
"花富貴","3","1"
"花崗石","3","2"
"蔡宗德","3","2"
"蔡廷蘭","3","2"
"蔡復一","3","2"
"蕉葉紋","3","2"
"藥師殿","3","1"
"西方村","3","2"
"規尾窗","3","1"
"觀音殿","3","2"
"解字注","3","1"
"解釋為","3","1"
"邊金靜","3","1"
"鄭賀文","3","1"
"醫藥師","3","1"
"重要性","3","1"
"金水村","3","2"
"金門島","3","2"
"金門志","3","1"
"金門歲","3","1"
"金門科","3","2"
"金門鎮","3","1"
"鐘文伶","3","2"
"開元寺","3","1"
"關帝廟","3","1"
"關帝爺","3","1"
"陳木壽","3","2"
"陳榮文","3","1"
"陳睿友","3","1"
"陳詩吟","3","2"
"陳顯墓","3","1"
"陵墓清","3","1"
"陽翟村","3","1"
"黃偉墓","3","1"
"龍鳳祥","3","2"
"三節坊","2","1"
"上頭香","2","1"
"不到頭","2","1"
"中小學","2","1"
"中山林","2","1"
"中書令","2","1"
"主人家","2","2"
"九甲戲","2","1"
"九龍江","2","2"
"二進式","2","1"
"五門殿","2","1"
"人世間","2","2"
"今昔話","2","1"
"佛寺周","2","1"
"佛龕格","2","1"
"俞怡萍","2","1"
"側次殿","2","1"
"內政部","2","2"
"八卦窗","2","1"
"八角形","2","2"
"出洋客","2","1"
"分駐所","2","1"
"列仙傳","2","1"
"初級本","2","1"
"前翼廊","2","1"
"副魁匾","2","1"
"劉縉紳","2","2"
"功名匾","2","1"
"功能性","2","2"
"動植物","2","2"
"區分為","2","2"
"十二月","2","2"
"千秋日","2","1"
"南天竹","2","1"
"南管樂","2","1"
"印度教","2","1"
"厲王爺","2","2"
"取帥印","2","1"
"受限於","2","1"
"古蹟官","2","2"
"合作社","2","1"
"同安區","2","1"
"吳國太","2","1"
"吳培暉","2","1"
"呂世宜","2","2"
"呂立鑫","2","2"
"唐德宗","2","2"
"善吹簫","2","1"
"國史館","2","1"
"國民黨","2","1"
"地域性","2","1"
"堵堵盒","2","1"
"塌岫龍","2","2"
"壽字紋","2","1"
"壽山石","2","2"
"夏興村","2","1"
"外翰匾","2","1"
"多元化","2","1"
"多福祿","2","1"
"大學部","2","1"
"大小網","2","1"
"大洋村","2","2"
"大膽島","2","1"
"大金門","2","1"
"天地篇","2","2"
"太佛寺","2","1"
"太湖石","2","1"
"太監圖","2","1"
"好兄弟","2","1"
"如意紋","2","1"
"字磚組","2","1"
"孟加拉","2","1"
"學分班","2","1"
"宅門楣","2","2"
"安登第","2","2"
"宗親會","2","1"
"官澳宮","2","1"
"家廟祠","2","1"
"封神榜","2","1"
"小三王","2","2"
"小西門","2","1"
"小麥季","2","1"
"工作者","2","1"
"工程所","2","1"
"左側堵","2","1"
"巴洛克","2","1"
"平安醮","2","1"
"幼兒園","2","1"
"廟屋脊","2","2"
"建築師","2","1"
"張敏叔","2","1"
"張果老","2","1"
"張苑宜","2","1"
"心目中","2","1"
"慰亡魂","2","1"
"慶成植","2","1"
"成年禮","2","1"
"戚繼光","2","2"
"抱鼓石","2","1"
"拍花操","2","1"
"採訪錄","2","2"
"擎天廳","2","1"
"敬天公","2","1"
"敬神宴","2","1"
"文化節","2","1"
"文物展","2","2"
"新厝甲","2","1"
"新唐書","2","2"
"新臺幣","2","1"
"方雲紋","2","1"
"明太祖","2","1"
"暱稱為","2","1"
"有感於","2","2"
"木刻圖","2","1"
"朱元璋","2","1"
"李蕙萍","2","1"
"東林村","2","2"
"東林街","2","1"
"東沙村","2","1"
"東溪村","2","1"
"東門里","2","1"
"林務所","2","1"
"柳下惠","2","1"
"格扇堵","2","1"
"梁靜怡","2","2"
"棲息地","2","1"
"植物園","2","1"
"楊亮節","2","1"
"構建成","2","2"
"樂儀兵","2","1"
"歌仔戲","2","1"
"正一宮","2","1"
"步口廊","2","2"
"殿格扇","2","1"
"水果座","2","2"
"水試所","2","1"
"沈富春","2","2"
"泥塑圖","2","1"
