"金門","6009","10"
"使用","1194","9"
"情形","1177","10"
"台灣","972","10"
"歷史","655","10"
"民國","652","10"
"聚落","581","8"
"民間","556","10"
"中共","534","10"
"文化","522","10"
"社會","485","10"
"大陸","477","10"
"中國","415","10"
"因此","404","10"
"西元","404","10"
"可以","401","10"
"地方","395","10"
"地區","390","10"
"澎湖","390","10"
"福建","381","10"
"廈門","375","10"
"之後","374","10"
"由於","362","10"
"政府","356","10"
"南洋","350","10"
"兩岸","345","6"
"發展","344","10"
"生活","334","10"
"這些","334","10"
"關係","329","10"
"同安","323","10"
"當時","321","10"
"時間","317","10"
"空間","317","10"
"經濟","311","9"
"工作","302","10"
"他們","300","9"
"軍事","299","10"
"文學","298","10"
"以及","297","10"
"自己","293","10"
"我們","281","10"
"先生","278","10"
"居民","274","10"
"進士","271","10"
"其中","269","10"
"國家","269","10"
"會館","262","7"
"美國","260","4"
"位於","255","10"
"意義","254","10"
"第一","254","10"
"以後","253","10"
"表示","250","10"
"一般","248","10"
"主要","247","10"
"時期","247","10"
"傳統","242","10"
"建築","240","10"
"研究","240","10"
"公司","237","8"
"公元","236","2"
"成立","236","10"
"宗祠","235","10"
"人文","233","10"
"所以","233","10"
"十月","232","10"
"這樣","229","10"
"不可","224","10"
"出版","223","10"
"進行","222","10"
"開始","217","10"
"記載","213","10"
"故事","212","9"
"土地","209","10"
"政治","207","10"
"烈嶼","207","10"
"同時","206","10"
"不過","204","9"
"村落","204","10"
"不同","203","10"
"建設","202","8"
"過程","201","10"
"泉州","199","10"
"組織","198","7"
"但是","197","10"
"雖然","196","10"
"將軍","193","8"
"可能","188","10"
"不能","185","10"
"同胞","185","5"
"戰爭","183","10"
"六月","182","9"
"國軍","180","10"
"年間","180","10"
"鄭氏","180","7"
"八月","179","10"
"經營","179","10"
"並且","176","7"
"許多","176","10"
"形容","175","10"
"於是","175","10"
"活動","174","10"
"自然","173","10"
"現在","171","10"
"十二","170","10"
"重要","170","9"
"九月","169","7"
"環境","169","10"
"除了","169","10"
"一直","168","10"
"大學","168","10"
"永曆","168","10"
"強調","167","6"
"日本","167","10"
"移民","167","10"
"對於","166","9"
"而且","164","10"
