"的","22690","10"
"之","5810","10"
"一","5587","10"
"是","5330","10"
"在","5306","10"
"有","4641","10"
"了","3115","10"
"也","2992","10"
"與","2894","10"
"以","2733","10"
"而","2540","10"
"人","2462","10"
"於","2398","10"
"其","2380","10"
"這","2159","10"
"不","2125","10"
"爲","2003","9"
"上","1855","10"
"年","1790","10"
"中","1767","10"
"就","1742","10"
"他","1684","10"
"個","1656","10"
"時","1574","10"
"等","1507","10"
"此","1501","10"
"所","1469","10"
"者","1387","10"
"來","1375","10"
"後","1362","10"
"和","1360","10"
"丶","1322","8"
"及","1241","10"
"又","1227","10"
"都","1123","10"
"至","1043","10"
"三","1038","10"
"對","1030","10"
"大","1006","10"
"由","979","10"
"並","957","10"
"則","950","10"
"各","935","10"
"下","911","10"
"地","880","10"
"兩","877","10"
"可","877","10"
"要","875","10"
"因","870","10"
"或","868","10"
"能","853","10"
"即","844","10"
"種","835","10"
"已","826","10"
"被","813","10"
"將","804","10"
"二","780","10"
"説","763","9"
"多","760","10"
"但","755","10"
"到","728","10"
"才","709","10"
"著","702","10"
"前","686","10"
"亦","683","10"
"更","676","10"
"自","672","10"
"間","654","10"
"無","653","10"
"從","652","10"
"會","637","10"
"最","624","10"
"再","620","10"
"我","612","10"
"為","561","10"
"四","555","10"
"曾","545","10"
"如","530","10"
"清","528","10"
"用","523","10"
"卻","505","10"
"做","493","10"
"今","485","10"
"得","485","10"
"內","465","10"
"很","462","10"
"乃","457","10"
"五","456","10"
"每","452","10"
"外","445","10"
"去","444","10"
"使","442","10"
"見","441","10"
"次","440","10"
"該","435","10"
"明","430","10"
"均","427","10"
"另","421","10"
"還","415","10"
"作","414","10"
"位","410","10"
"那","402","10"
"天","400","10"
"成","399","10"
"且","396","10"
"小","395","10"
"稱","390","10"
"應","386","10"
"故","380","10"
"未","377","10"
"本","374","10"
"海","372","10"
"過","370","10"
"家","362","10"
"向","360","10"
"全","358","10"
"事","353","10"
"設","353","10"
"台","351","10"
"仍","345","10"
"同","338","10"
"曰","338","10"
"把","329","10"
"只","322","10"
"據","322","10"
"座","319","10"
"初","318","10"
"語","316","6"
"歲","308","9"
"處","306","10"
"名","305","10"
"雖","305","10"
"新","304","10"
"島","297","10"
"係","291","10"
"皆","291","10"
"日","284","10"
"當","283","10"
"建","277","10"
"約","276","10"
"說","271","5"
"較","270","10"
"它","268","10"
"閩","260","10"
"吃","255","10"
"起","255","10"
"金","254","10"
"知","252","10"
"村","251","10"
"屬","248","10"
"幾","248","10"
"元","243","10"
"常","238","10"
"尚","235","9"
"字","233","9"
"好","232","10"
"看","232","10"
"若","232","10"
"末","228","10"
"没","226","8"
"門","225","10"
"高","225","10"
"出","221","10"
"六","220","10"
"十","218","10"
"先","213","10"
"受","212","10"
"姓","210","10"
"任","209","10"
"像","209","10"
"正","208","10"
"代","207","10"
"尊","207","8"
"令","205","10"
"始","205","10"
"廟","201","9"
"某","198","10"
"行","196","10"
"經","194","10"
"塊","191","10"
"必","190","10"
"僅","188","10"
"開","186","10"
"便","185","10"
"註","185","6"
"八","183","10"
"死","183","8"
"縣","183","10"
"遂","183","10"
"你","180","7"
"項","180","10"
"七","177","10"
"分","176","10"
"水","176","10"
"諸","175","9"
"南","173","10"
"給","173","10"
"宋","172","10"
"生","172","10"
"國","171","10"
"具","169","10"
"讓","167","10"
"難","167","10"
"文","166","7"
"百","165","10"
"子","163","10"
"非","162","10"
"戶","160","10"
"除","159","10"
"裡","158","10"
"她","156","10"
"欲","154","10"
"居","153","10"
"整","151","10"
"遷","150","10"
"世","149","10"
"心","149","10"
"按","149","9"
"澎","149","10"
"迄","149","10"
"言","148","10"
"邊","147","10"
"共","146","10"
"圖","145","9"
"山","144","10"
"鄉","144","10"
"詩","142","8"
"請","141","10"
"長","141","10"
"依","139","10"
"矣","139","8"
"回","137","10"
"書","135","10"
"頗","134","9"
"半","133","10"
"數","133","10"
"載","131","8"
"連","131","10"
"派","130","9"
"原","129","10"
"段","129","10"
"發","128","10"
"久","126","10"
"敢","126","7"
"獲","126","8"
"甚","126","10"
"極","125","10"
"隨","124","10"
"月","123","10"
"致","123","10"
"近","123","10"
"千","122","10"
"傳","121","10"
"早","121","10"
"馬","119","10"
"九","117","10"
"叫","117","9"
"往","116","10"
"赴","116","10"
"風","116","9"
"首","116","10"
"指","114","10"
"船","114","8"
"兼","113","10"
"身","113","10"
"條","111","10"
"張","110","10"
"想","110","10"
"期","110","9"
"北","109","8"
"比","109","9"
"相","109","10"
"遭","109","9"
"入","108","10"
"神","108","9"
"東","106","10"
"進","106","10"
"錢","106","10"
"須","106","8"
"口","105","10"
"墓","105","9"
"老","105","10"
"們","104","10"
"城","104","10"
"深","104","9"
"古","103","9"
"話","103","10"
"問","102","9"
"旁","102","10"
"音","102","10"
"唯","101","7"
"魚","101","8"
"些","100","10"
"吾","99","10"
"少","99","10"
"意","99","8"
"竟","99","9"
"艘","99","7"
"頁","99","10"
"供","98","10"
"唐","98","10"
"坐","98","10"
"惟","98","10"
"道","98","9"
"隻","98","8"
"復","97","8"
"真","96","10"
"遠","96","10"
"謂","95","9"
"勸","94","4"
"焉","94","10"
"跟","93","7"
"際","93","10"
"朝","92","10"
"陳","92","10"
"舊","91","10"
"寫","90","10"
"立","90","10"
"打","89","9"
"支","89","9"
"美","89","10"
"達","89","9"
"誰","88","10"
"路","88","10"
"句","87","10"
"既","87","9"
"李","87","10"
"學","86","7"
"方","86","10"
"走","85","9"
"西","84","10"
"王","82","8"
"族","81","10"
"求","81","9"
"篇","81","6"
"考","81","8"
"節","80","8"
