",","134","10"
"中華民國","107","10"
"三十八年","73","8"
"金門縣志","71","10"
"馬來西亞","55","5"
"金門縣政府","54","10"
"平方公里","52","10"
"二十三日","51","10"
"一九九五年","50","10"
"一九四九年","48","10"
"另一方面","45","5"
"二十五日","43","10"
"四十七年","40","10"
"三民主義","39","5"
"金門縣誌","39","3"
"台灣海峽","37","6"
"一九九四年","36","2"
"二十四日","36","5"
"三十九年","35","5"
"二十二年","34","10"
"有限公司","34","3"
"一九九六年","33","2"
"滄海紀遺","33","10"
"一九三七年","32","1"
"一九八五年","29","1"
"金門島羣","29","8"
"一九四五年","28","2"
"二十二日","28","6"
"八十二年","28","5"
"二十六日","27","6"
"八十一年","27","4"
"一千六百餘","26","10"
"二十七日","25","5"
"三一七年","24","10"
"四十八年","24","6"
"二十八日","23","5"
"一九九三年","22","3"
"一千六百","22","10"
"二十三年","22","6"
"自古以來","22","10"
"金門成爲","22","8"
"一九八六年","20","1"
"三十一年","20","9"
"四十三年","20","6"
"固若金湯","20","10"
"一九四六年","19","1"
"一六四六年","19","10"
"二十一日","19","5"
"五十七年","19","6"
"金門日報","19","6"
"鄭成功氏","18","1"
"金門鄉社","18","1"
"一九三一年","17","1"
"一九九二年","17","3"
"一九八七年","17","2"
"一九八九年","17","2"
"八十三年","17","4"
"十九世紀","17","2"
"四十一年","17","5"
"四十二年","17","6"
"四十五年","17","6"
"平方公尺","17","10"
"一九五八年","16","2"
"七十六年","16","5"
"五十二年","16","5"
"五十六年","16","5"
"五胡亂華","16","10"
"六十八年","16","5"
"三十三年","15","10"
"二十五年","15","6"
"八十四年","15","6"
"古寧頭人","15","2"
"同安縣志","15","6"
"四十四年","15","3"
"金門憶舊","15","6"
"一九九一年","14","3"
"一九八八年","14","2"
"一六六一年","14","3"
"三十四年","14","6"
"中南半島","14","1"
"二十九日","14","4"
"二十八年","14","10"
"四十九年","14","6"
"金門先賢錄","14","1"
"一九四八年","13","1"
"七十九年","13","3"
"二十一年","13","5"
"五十一年","13","6"
"四十六年","13","3"
"絕無僅有","13","9"
"一九五三年","12","1"
"七十七年","12","5"
"七十二年","12","4"
"三分之一","12","5"
